CUSTOMER_ID,CHURN_PROBABILITY,CHURN_LABEL,CLIENT_TO_CONTACT,DISCOUNT
C102723,0.58,STAY,NO,0.0
C102727,0.98,STAY,NO,0.0
C102731,0.99,STAY,NO,0.0
C102745,0.99,STAY,NO,0.0
C102749,0.87,LEAVE,YES,40.02
C102762,0.95,LEAVE,YES,39.9
C102763,0.86,LEAVE,YES,178.88
C102768,0.98,STAY,NO,0.0
C102779,0.96,STAY,NO,0.0
C102788,0.82,LEAVE,YES,96.76
C102789,0.76,LEAVE,YES,154.28
C102798,0.73,LEAVE,NOT,0.0
C102800,0.9,STAY,NO,0.0
C102801,0.99,STAY,NO,0.0
C102807,0.66,STAY,NO,0.0
C102814,0.58,STAY,NO,0.0
C102816,0.99,STAY,NO,0.0
C102821,1.0,STAY,NO,0.0
C102823,0.6,LEAVE,NOT,0.0
C102829,0.98,LEAVE,YES,58.8
C102836,0.94,STAY,NO,0.0
C102838,0.84,STAY,NO,0.0
C102842,0.85,LEAVE,YES,117.3
C102844,0.99,LEAVE,YES,210.87
C102851,0.98,STAY,NO,0.0
C102853,0.81,STAY,NO,0.0
C102856,0.78,STAY,NO,0.0
C102859,0.93,STAY,NO,0.0
C102863,1.0,STAY,NO,0.0
C102870,0.98,STAY,NO,0.0
C102875,0.93,LEAVE,YES,36.27
C102881,1.0,STAY,NO,0.0
C102887,0.97,STAY,NO,0.0
C102889,0.5,STAY,NO,0.0
C102903,0.92,STAY,NO,0.0
C102908,0.94,STAY,NO,0.0
C102911,1.0,LEAVE,YES,175.0
C102921,0.95,LEAVE,YES,173.85
C102931,0.59,LEAVE,NOT,0.0
C102934,1.0,STAY,NO,0.0
C102935,0.95,STAY,NO,0.0
C102936,0.93,STAY,NO,0.0
C102941,0.88,LEAVE,YES,196.24
C102943,0.98,LEAVE,YES,155.82
C102945,1.0,STAY,NO,0.0
C102952,0.55,LEAVE,YES,26.95
C102953,0.61,LEAVE,NOT,0.0
C102956,1.0,STAY,NO,0.0
C102959,0.94,LEAVE,YES,34.78
C102961,0.54,LEAVE,NOT,0.0
C102967,0.9,STAY,NO,0.0
C102968,0.7,LEAVE,YES,108.5
C102970,0.65,STAY,NO,0.0
C102978,0.98,STAY,NO,0.0
C102984,0.87,LEAVE,YES,174.0
C102987,0.99,STAY,NO,0.0
C102999,0.89,LEAVE,YES,197.58
C103000,0.99,LEAVE,YES,170.28
C103001,0.98,LEAVE,YES,175.42
C103009,0.74,LEAVE,YES,161.32
C103013,0.83,STAY,NO,0.0
C103015,0.67,STAY,NO,0.0
C103016,0.66,STAY,NO,0.0
C103018,0.97,LEAVE,YES,41.71
C103019,0.52,STAY,NO,0.0
C103025,1.0,STAY,NO,0.0
C103027,0.97,STAY,NO,0.0
C103033,1.0,STAY,NO,0.0
C103042,0.67,LEAVE,YES,38.86
C103045,0.82,LEAVE,YES,42.64
C103046,1.0,STAY,NO,0.0
C103047,0.97,STAY,NO,0.0
C103052,0.65,STAY,NO,0.0
C103055,0.96,LEAVE,YES,208.32
C103060,0.59,STAY,NO,0.0
C103061,0.71,STAY,NO,0.0
C103066,0.96,STAY,NO,0.0
C103068,0.98,STAY,NO,0.0
C103070,0.52,STAY,NO,0.0
C103071,0.96,LEAVE,YES,48.0
C103072,0.99,STAY,NO,0.0
C103073,0.73,LEAVE,YES,59.86
C103074,0.76,LEAVE,YES,28.12
C103080,0.83,STAY,NO,0.0
C103087,0.79,LEAVE,YES,38.71
C103094,0.96,LEAVE,YES,178.56
C103097,0.99,LEAVE,YES,44.55
C103100,0.97,STAY,NO,0.0
C103104,0.72,LEAVE,YES,51.12
C103106,0.65,STAY,NO,0.0
C103108,0.81,STAY,NO,0.0
C103111,0.95,LEAVE,YES,132.05
C103113,0.72,STAY,NO,0.0
C103117,0.94,STAY,NO,0.0
C103118,1.0,STAY,NO,0.0
C103123,0.86,STAY,NO,0.0
C103126,0.94,STAY,NO,0.0
C103128,1.0,STAY,NO,0.0
C103129,1.0,STAY,NO,0.0
C103131,0.92,STAY,NO,0.0
C103136,0.99,STAY,NO,0.0
C103143,0.9,LEAVE,NOT,0.0
C103146,0.99,STAY,NO,0.0
C103151,0.99,STAY,NO,0.0
C103158,0.96,LEAVE,YES,196.8
C103164,0.95,LEAVE,YES,49.4
C103170,1.0,STAY,NO,0.0
C103171,0.99,STAY,NO,0.0
C103175,0.93,LEAVE,YES,142.29
C103176,0.64,STAY,NO,0.0
C103182,1.0,STAY,NO,0.0
C103183,1.0,STAY,NO,0.0
C103195,0.81,STAY,NO,0.0
C103201,0.96,STAY,NO,0.0
C103213,1.0,STAY,NO,0.0
C103221,0.86,STAY,NO,0.0
C103226,0.55,STAY,NO,0.0
C103229,0.76,LEAVE,YES,22.8
C103230,0.93,STAY,NO,0.0
C103233,0.98,STAY,NO,0.0
C103235,0.93,STAY,NO,0.0
C103237,0.65,STAY,NO,0.0
C103247,1.0,STAY,NO,0.0
C103251,0.8,LEAVE,NOT,0.0
C103254,0.72,LEAVE,YES,30.96
C103255,0.6,LEAVE,YES,127.8
C103270,0.98,STAY,NO,0.0
C103274,0.96,STAY,NO,0.0
C103278,0.65,STAY,NO,0.0
C103283,0.98,STAY,NO,0.0
C103287,0.55,STAY,NO,0.0
C103292,0.97,STAY,NO,0.0
C103293,0.99,LEAVE,YES,154.44
C103297,0.99,STAY,NO,0.0
C103298,0.98,STAY,NO,0.0
C103299,0.99,LEAVE,YES,213.84
C103303,1.0,STAY,NO,0.0
C103324,1.0,STAY,NO,0.0
C103326,0.53,STAY,NO,0.0
C103329,0.78,STAY,NO,0.0
C103333,0.95,LEAVE,YES,78.85
C103347,0.98,STAY,NO,0.0
C103349,0.97,STAY,NO,0.0
C103354,1.0,STAY,NO,0.0
C103361,0.87,STAY,NO,0.0
C103364,0.94,LEAVE,YES,70.5
C103367,0.99,LEAVE,NOT,0.0
C103377,0.52,STAY,NO,0.0
C103380,0.72,STAY,NO,0.0
C103381,0.99,STAY,NO,0.0
C103382,0.92,LEAVE,YES,50.6
C103385,0.98,STAY,NO,0.0
C103387,0.93,LEAVE,YES,50.22
C103391,0.9,LEAVE,YES,24.3
C103395,1.0,STAY,NO,0.0
C103396,0.75,STAY,NO,0.0
C103399,0.94,STAY,NO,0.0
C103400,0.96,LEAVE,YES,49.92
C103403,0.87,LEAVE,YES,217.5
C103409,0.62,STAY,NO,0.0
C103410,0.81,STAY,NO,0.0
C103412,0.88,LEAVE,YES,65.12
C103413,0.65,LEAVE,YES,50.7
C103422,0.92,LEAVE,NOT,0.0
C103423,1.0,STAY,NO,0.0
C103426,0.99,STAY,NO,0.0
C103427,0.93,STAY,NO,0.0
C103436,0.99,STAY,NO,0.0
C103438,0.99,STAY,NO,0.0
C103439,0.85,LEAVE,YES,36.55
C103441,0.94,STAY,NO,0.0
C103443,0.97,STAY,NO,0.0
C103444,0.71,LEAVE,YES,143.42
C103449,0.95,LEAVE,YES,25.65
C103459,0.85,LEAVE,YES,69.7
C103471,0.95,STAY,NO,0.0
C103487,0.94,STAY,NO,0.0
C103488,0.56,STAY,NO,0.0
C103493,0.65,LEAVE,NOT,0.0
C103497,0.67,LEAVE,NOT,0.0
C103503,0.94,STAY,NO,0.0
C103512,0.5,LEAVE,YES,18.5
C103513,0.94,STAY,NO,0.0
C103515,0.71,LEAVE,YES,29.82
C103518,0.51,LEAVE,YES,14.79
C103522,0.96,LEAVE,YES,65.28
C103526,0.98,STAY,NO,0.0
C103529,0.93,LEAVE,YES,165.54
C103535,0.68,STAY,NO,0.0
C103538,0.64,LEAVE,YES,130.56
C103543,0.62,LEAVE,YES,92.38
C103546,0.98,STAY,NO,0.0
C103549,0.8,STAY,NO,0.0
C103551,0.98,STAY,NO,0.0
C103560,0.67,LEAVE,YES,82.41
C103563,0.63,STAY,NO,0.0
C103573,0.94,STAY,NO,0.0
C103581,0.97,STAY,NO,0.0
C103584,1.0,STAY,NO,0.0
C103586,0.99,STAY,NO,0.0
C103591,1.0,STAY,NO,0.0
C103592,0.79,STAY,NO,0.0
C103596,0.99,STAY,NO,0.0
C103603,0.64,STAY,NO,0.0
C103604,0.87,STAY,NO,0.0
C103611,0.87,STAY,NO,0.0
C103615,0.87,STAY,NO,0.0
C103618,0.69,LEAVE,YES,97.98
C103619,0.87,LEAVE,YES,59.16
C103620,0.94,STAY,NO,0.0
C103622,0.99,STAY,NO,0.0
C103624,0.58,STAY,NO,0.0
C103627,0.98,LEAVE,YES,46.06
C103634,1.0,STAY,NO,0.0
C103636,0.98,STAY,NO,0.0
C103644,0.98,LEAVE,YES,156.8
C103648,0.95,STAY,NO,0.0
C103651,0.79,STAY,NO,0.0
C103652,0.89,STAY,NO,0.0
C103658,0.99,STAY,NO,0.0
C103663,0.65,LEAVE,YES,119.6
C103670,0.57,STAY,NO,0.0
C103672,0.99,STAY,NO,0.0
C103675,0.84,LEAVE,YES,166.32
C103676,0.82,STAY,NO,0.0
C103679,0.74,LEAVE,NOT,0.0
C103680,0.72,STAY,NO,0.0
C103686,0.95,STAY,NO,0.0
C103690,0.99,LEAVE,YES,60.39
C103705,0.92,STAY,NO,0.0
C103709,0.58,LEAVE,YES,8.7
C103710,0.99,STAY,NO,0.0
C103711,0.76,LEAVE,YES,28.12
C103712,0.87,STAY,NO,0.0
C103714,0.81,LEAVE,YES,197.64
C103716,0.95,STAY,NO,0.0
C103726,0.78,LEAVE,YES,141.96
C103728,0.99,STAY,NO,0.0
C103744,0.58,STAY,NO,0.0
C103746,0.98,STAY,NO,0.0
C103747,0.76,LEAVE,NOT,0.0
C103749,0.92,STAY,NO,0.0
C103755,0.93,LEAVE,NOT,0.0
C103759,0.98,STAY,NO,0.0
C103762,0.93,LEAVE,NOT,0.0
C103766,0.98,STAY,NO,0.0
C103767,0.61,LEAVE,YES,36.6
C103769,0.98,LEAVE,YES,154.84
C103772,0.99,STAY,NO,0.0
C103776,1.0,STAY,NO,0.0
C103777,0.99,LEAVE,YES,208.89
C103784,0.94,LEAVE,YES,176.72
C103785,0.69,STAY,NO,0.0
C103787,0.69,LEAVE,NOT,0.0
C103790,0.99,STAY,NO,0.0
C103792,0.99,STAY,NO,0.0
C103797,0.97,STAY,NO,0.0
C103810,0.51,STAY,NO,0.0
C103814,0.83,LEAVE,YES,159.36
C103815,0.87,LEAVE,YES,33.06
C103817,0.98,STAY,NO,0.0
C103819,0.98,STAY,NO,0.0
C103820,0.66,STAY,NO,0.0
C103833,0.56,STAY,NO,0.0
C103838,0.96,LEAVE,YES,190.08
C103840,0.99,STAY,NO,0.0
C103842,0.5,STAY,NO,0.0
C103847,1.0,STAY,NO,0.0
C103864,0.67,STAY,NO,0.0
C103867,0.79,LEAVE,YES,112.97
C103869,0.94,LEAVE,YES,114.68
C103870,0.62,STAY,NO,0.0
C103871,0.86,STAY,NO,0.0
C103874,0.97,STAY,NO,0.0
C103875,0.89,LEAVE,YES,40.94
C103876,0.9,STAY,NO,0.0
C103879,0.81,STAY,NO,0.0
C103883,0.99,LEAVE,YES,146.52
C103888,0.99,STAY,NO,0.0
C103892,0.67,STAY,NO,0.0
C103896,0.96,LEAVE,YES,174.72
C103897,0.65,STAY,NO,0.0
C103902,0.96,LEAVE,YES,168.96
C103904,1.0,STAY,NO,0.0
C103906,0.74,LEAVE,NOT,0.0
C103910,0.99,STAY,NO,0.0
C103912,0.81,STAY,NO,0.0
C103917,0.83,STAY,NO,0.0
C103923,0.86,STAY,NO,0.0
C103934,0.87,STAY,NO,0.0
C103935,0.98,LEAVE,YES,134.26
C103938,0.98,STAY,NO,0.0
C103939,0.98,STAY,NO,0.0
C103945,0.85,STAY,NO,0.0
C103946,0.92,LEAVE,NOT,0.0
C103947,0.67,LEAVE,NOT,0.0
C103953,0.93,LEAVE,YES,164.61
C103956,0.89,STAY,NO,0.0
C103958,0.87,LEAVE,YES,112.23
C103964,0.58,LEAVE,YES,37.7
C103971,0.76,STAY,NO,0.0
C103972,0.95,LEAVE,YES,218.5
C103983,0.95,LEAVE,YES,155.8
C103988,0.69,STAY,NO,0.0
C103992,0.8,STAY,NO,0.0
C103995,0.99,STAY,NO,0.0
C103998,0.99,STAY,NO,0.0
C104001,0.99,STAY,NO,0.0
C104004,0.57,LEAVE,YES,37.05
C104005,0.96,STAY,NO,0.0
C104007,0.95,STAY,NO,0.0
C104011,0.54,STAY,NO,0.0
C104013,1.0,STAY,NO,0.0
C104016,0.79,STAY,NO,0.0
C104018,0.99,STAY,NO,0.0
C104021,0.73,STAY,NO,0.0
C104022,0.65,STAY,NO,0.0
C104025,0.89,LEAVE,YES,192.24
C104027,1.0,STAY,NO,0.0
C104028,0.86,STAY,NO,0.0
C104030,0.54,STAY,NO,0.0
C104032,0.8,STAY,NO,0.0
C104035,0.99,STAY,NO,0.0
C104038,0.53,LEAVE,NOT,0.0
C104045,0.83,LEAVE,YES,183.43
C104046,1.0,STAY,NO,0.0
C104054,0.56,LEAVE,YES,24.08
C104057,0.61,STAY,NO,0.0
C104062,0.74,LEAVE,YES,122.84
C104068,0.94,STAY,NO,0.0
C104071,0.81,STAY,NO,0.0
C104088,1.0,STAY,NO,0.0
C104094,0.99,STAY,NO,0.0
C104098,0.92,LEAVE,YES,161.0
C104099,0.99,STAY,NO,0.0
C104100,0.81,LEAVE,YES,179.01
C104101,0.61,LEAVE,YES,16.47
C104105,0.99,STAY,NO,0.0
C104110,0.93,STAY,NO,0.0
C104111,0.67,STAY,NO,0.0
C104115,0.56,LEAVE,NOT,0.0
C104126,0.86,LEAVE,YES,49.02
C104129,0.97,STAY,NO,0.0
C104136,0.88,LEAVE,YES,113.52
C104139,0.83,LEAVE,YES,158.53
C104144,0.81,STAY,NO,0.0
C104154,0.98,STAY,NO,0.0
C104157,0.81,LEAVE,YES,36.45
C104160,0.93,LEAVE,YES,192.51
C104161,0.86,STAY,NO,0.0
C104162,0.99,STAY,NO,0.0
C104163,0.76,STAY,NO,0.0
C104166,0.99,STAY,NO,0.0
C104169,1.0,STAY,NO,0.0
C104173,0.96,STAY,NO,0.0
C104175,0.7,STAY,NO,0.0
C104178,0.94,STAY,NO,0.0
C104182,0.99,STAY,NO,0.0
C104188,0.97,STAY,NO,0.0
C104192,0.99,STAY,NO,0.0
C104200,0.5,LEAVE,YES,20.0
C104204,0.64,STAY,NO,0.0
C104205,0.99,STAY,NO,0.0
C104211,0.97,STAY,NO,0.0
C104213,1.0,STAY,NO,0.0
C104219,0.88,LEAVE,YES,165.44
C104224,1.0,STAY,NO,0.0
C104226,0.91,LEAVE,YES,40.04
C104229,0.98,STAY,NO,0.0
C104230,0.99,LEAVE,NOT,0.0
C104234,0.95,STAY,NO,0.0
C104239,0.81,STAY,NO,0.0
C104242,0.94,LEAVE,YES,206.8
C104245,0.71,STAY,NO,0.0
C104246,0.99,STAY,NO,0.0
C104247,0.96,LEAVE,YES,165.12
C104265,0.65,STAY,NO,0.0
C104266,0.99,STAY,NO,0.0
C104268,0.86,LEAVE,NOT,0.0
C104270,0.93,STAY,NO,0.0
C104271,0.97,LEAVE,NOT,0.0
C104275,0.81,LEAVE,YES,43.74
C104292,0.89,STAY,NO,0.0
C104295,0.99,STAY,NO,0.0
C104296,0.89,STAY,NO,0.0
C104298,0.97,STAY,NO,0.0
C104301,0.55,LEAVE,YES,40.15
C104307,0.87,STAY,NO,0.0
C104310,0.89,STAY,NO,0.0
C104311,0.99,STAY,NO,0.0
C104318,0.99,STAY,NO,0.0
C104328,0.95,LEAVE,YES,224.2
C104333,1.0,STAY,NO,0.0
C104358,1.0,STAY,NO,0.0
C104363,0.91,LEAVE,YES,45.5
C104366,0.59,LEAVE,YES,15.34
C104370,0.73,STAY,NO,0.0
C104381,0.76,STAY,NO,0.0
C104383,0.95,LEAVE,NOT,0.0
C104388,0.93,STAY,NO,0.0
C104391,1.0,STAY,NO,0.0
C104393,0.91,STAY,NO,0.0
C104397,0.96,STAY,NO,0.0
C104407,0.66,LEAVE,NOT,0.0
C104408,0.93,STAY,NO,0.0
C104421,0.91,STAY,NO,0.0
C104425,0.91,LEAVE,YES,70.07
C104431,0.73,LEAVE,YES,164.98
C104434,0.97,STAY,NO,0.0
C104437,0.97,LEAVE,YES,179.45
C104438,0.99,STAY,NO,0.0
C104444,0.61,LEAVE,YES,26.23
C104445,0.81,LEAVE,NOT,0.0
C104447,0.71,STAY,NO,0.0
C104450,0.9,LEAVE,YES,197.1
C104451,0.75,STAY,NO,0.0
C104452,1.0,STAY,NO,0.0
C104454,0.69,STAY,NO,0.0
C104455,0.77,LEAVE,YES,140.91
C104459,0.65,LEAVE,YES,119.6
C104462,0.6,STAY,NO,0.0
C104465,0.97,STAY,NO,0.0
C104469,0.95,STAY,NO,0.0
C104473,0.99,STAY,NO,0.0
C104475,0.97,STAY,NO,0.0
C104478,0.87,STAY,NO,0.0
C104483,0.84,STAY,NO,0.0
C104486,1.0,STAY,NO,0.0
C104491,1.0,STAY,NO,0.0
C104498,0.96,STAY,NO,0.0
C104501,0.76,STAY,NO,0.0
C104506,0.8,LEAVE,YES,108.0
C104509,1.0,STAY,NO,0.0
C104511,0.99,STAY,NO,0.0
C104513,0.93,STAY,NO,0.0
C104514,0.52,STAY,NO,0.0
C104515,0.99,STAY,NO,0.0
C104516,0.8,LEAVE,YES,161.6
C104518,0.99,STAY,NO,0.0
C104522,0.94,STAY,NO,0.0
C104526,0.95,STAY,NO,0.0
C104529,0.57,STAY,NO,0.0
C104534,0.98,STAY,NO,0.0
C104537,0.63,LEAVE,NOT,0.0
C104543,0.51,LEAVE,YES,21.42
C104545,0.89,STAY,NO,0.0
C104547,0.68,LEAVE,YES,30.6
C104548,0.69,STAY,NO,0.0
C104554,0.79,LEAVE,YES,156.42
C104562,0.74,LEAVE,YES,45.88
C104564,0.89,LEAVE,NOT,0.0
C104565,0.94,STAY,NO,0.0
C104567,0.61,STAY,NO,0.0
C104570,0.9,STAY,NO,0.0
C104575,0.71,LEAVE,YES,144.13
C104581,0.75,STAY,NO,0.0
C104594,0.85,LEAVE,YES,51.85
C104596,1.0,STAY,NO,0.0
C104598,0.82,LEAVE,YES,35.26
C104603,0.73,LEAVE,YES,38.69
C104611,0.81,STAY,NO,0.0
C104613,0.93,STAY,NO,0.0
C104617,0.84,STAY,NO,0.0
C104621,0.99,LEAVE,YES,220.77
C104623,0.96,STAY,NO,0.0
C104626,0.77,LEAVE,YES,146.3
C104628,0.88,STAY,NO,0.0
C104639,0.9,LEAVE,YES,17.1
C104640,0.99,STAY,NO,0.0
C104643,0.77,LEAVE,YES,131.67
C104648,0.95,LEAVE,YES,195.7
C104652,0.79,LEAVE,YES,22.91
C104658,0.99,LEAVE,NOT,0.0
C104659,0.95,STAY,NO,0.0
C104663,0.96,STAY,NO,0.0
C104674,1.0,STAY,NO,0.0
C104676,0.65,STAY,NO,0.0
C104680,1.0,STAY,NO,0.0
C104681,0.96,STAY,NO,0.0
C104682,0.56,LEAVE,YES,141.12
C104692,0.99,STAY,NO,0.0
C104696,0.86,STAY,NO,0.0
C104697,0.99,STAY,NO,0.0
C104704,0.67,LEAVE,YES,33.5
C104708,0.96,LEAVE,YES,48.0
C104712,1.0,LEAVE,YES,166.0
C104714,0.82,STAY,NO,0.0
C104715,0.98,STAY,NO,0.0
C104716,0.68,LEAVE,YES,129.88
C104721,0.71,STAY,NO,0.0
C104722,0.97,STAY,NO,0.0
C104737,0.94,STAY,NO,0.0
C104738,0.97,STAY,NO,0.0
C104739,1.0,STAY,NO,0.0
C104742,0.98,LEAVE,YES,155.82
C104743,0.76,STAY,NO,0.0
C104745,0.98,STAY,NO,0.0
C104751,0.65,LEAVE,YES,48.75
C104753,1.0,STAY,NO,0.0
C104759,0.94,LEAVE,YES,188.94
C104763,0.98,STAY,NO,0.0
C104764,0.98,STAY,NO,0.0
C104771,0.96,STAY,NO,0.0
C104776,0.97,STAY,NO,0.0
C104783,0.95,STAY,NO,0.0
C104786,0.99,LEAVE,YES,149.49
C104790,0.87,STAY,NO,0.0
C104798,0.76,LEAVE,YES,20.52
C104807,0.91,STAY,NO,0.0
C104809,0.93,STAY,NO,0.0
C104810,1.0,LEAVE,NOT,0.0
C104813,0.86,LEAVE,YES,39.56
C104816,0.56,LEAVE,YES,80.64
C104817,0.79,LEAVE,YES,128.77
C104823,0.95,STAY,NO,0.0
C104829,0.91,STAY,NO,0.0
C104854,0.72,STAY,NO,0.0
C104857,0.51,LEAVE,NOT,0.0
C104861,0.68,STAY,NO,0.0
C104865,0.74,STAY,NO,0.0
C104866,0.93,STAY,NO,0.0
C104868,0.96,STAY,NO,0.0
C104871,0.94,STAY,NO,0.0
C104873,0.79,LEAVE,NOT,0.0
C104877,0.72,LEAVE,NOT,0.0
C104878,0.91,STAY,NO,0.0
C104884,0.79,LEAVE,YES,109.81
C104888,0.96,LEAVE,YES,43.2
C104891,0.82,STAY,NO,0.0
C104898,1.0,LEAVE,YES,230.0
C104902,0.99,LEAVE,NOT,0.0
C104906,0.95,LEAVE,YES,169.1
C104907,0.94,LEAVE,NOT,0.0
C104908,1.0,STAY,NO,0.0
C104914,0.52,STAY,NO,0.0
C104915,1.0,LEAVE,NOT,0.0
C104920,0.99,STAY,NO,0.0
C104923,0.99,LEAVE,YES,187.11
C104937,0.94,STAY,NO,0.0
C104940,0.99,STAY,NO,0.0
C104942,0.97,LEAVE,NOT,0.0
C104955,0.82,STAY,NO,0.0
C104958,0.99,STAY,NO,0.0
C104966,0.72,STAY,NO,0.0
C104969,0.97,STAY,NO,0.0
C104974,0.58,STAY,NO,0.0
C104979,0.96,STAY,NO,0.0
C104985,0.95,LEAVE,YES,147.25
C104992,0.98,LEAVE,NOT,0.0
C104993,0.92,LEAVE,YES,209.76
C104994,0.97,STAY,NO,0.0
C104996,1.0,STAY,NO,0.0
C104998,0.71,STAY,NO,0.0
C105001,0.88,STAY,NO,0.0
C105014,0.93,STAY,NO,0.0
C105019,1.0,STAY,NO,0.0
C105022,0.78,STAY,NO,0.0
C105025,1.0,STAY,NO,0.0
C105027,0.97,STAY,NO,0.0
C105030,0.98,LEAVE,YES,196.0
C105031,0.62,STAY,NO,0.0
C105032,0.84,LEAVE,YES,39.48
C105035,1.0,STAY,NO,0.0
C105038,0.99,STAY,NO,0.0
C105043,0.95,STAY,NO,0.0
C105046,0.82,STAY,NO,0.0
C105047,0.84,STAY,NO,0.0
C105048,1.0,STAY,NO,0.0
C105049,0.86,STAY,NO,0.0
C105055,0.98,STAY,NO,0.0
C105056,0.97,LEAVE,YES,194.97
C105062,0.84,STAY,NO,0.0
C105065,0.76,LEAVE,YES,126.92
C105078,0.79,LEAVE,YES,34.76
C105092,0.94,STAY,NO,0.0
C105099,0.97,STAY,NO,0.0
C105104,1.0,STAY,NO,0.0
C105106,0.96,STAY,NO,0.0
C105107,0.99,STAY,NO,0.0
C105108,0.92,STAY,NO,0.0
C105111,0.96,STAY,NO,0.0
C105126,0.99,STAY,NO,0.0
C105128,0.98,LEAVE,YES,97.02
C105140,1.0,STAY,NO,0.0
C105144,0.86,STAY,NO,0.0
C105148,0.99,STAY,NO,0.0
C105150,0.62,STAY,NO,0.0
C105151,0.73,STAY,NO,0.0
C105153,0.97,STAY,NO,0.0
C105155,0.99,STAY,NO,0.0
C105158,1.0,STAY,NO,0.0
C105168,0.91,LEAVE,YES,20.93
C105169,0.98,STAY,NO,0.0
C105170,1.0,STAY,NO,0.0
C105171,0.61,LEAVE,NOT,0.0
C105176,0.85,STAY,NO,0.0
C105178,0.59,STAY,NO,0.0
C105180,0.71,STAY,NO,0.0
C105181,0.68,LEAVE,YES,35.36
C105185,0.84,LEAVE,YES,42.0
C105186,0.68,LEAVE,YES,92.48
C105187,0.98,STAY,NO,0.0
C105196,0.64,LEAVE,NOT,0.0
C105199,0.9,STAY,NO,0.0
C105201,0.94,STAY,NO,0.0
C105209,0.99,STAY,NO,0.0
C105210,0.67,STAY,NO,0.0
C105211,0.84,STAY,NO,0.0
C105214,0.99,STAY,NO,0.0
C105215,0.72,LEAVE,YES,145.44
C105226,0.68,LEAVE,NOT,0.0
C105236,0.6,LEAVE,YES,116.4
C105238,0.99,LEAVE,YES,180.18
C105245,0.82,STAY,NO,0.0
C105250,0.86,LEAVE,YES,156.52
C105253,0.94,STAY,NO,0.0
C105262,0.94,STAY,NO,0.0
C105263,0.98,STAY,NO,0.0
C105268,0.98,STAY,NO,0.0
C105270,0.95,STAY,NO,0.0
C105275,0.84,LEAVE,YES,116.76
C105279,0.87,LEAVE,YES,38.28
C105281,1.0,STAY,NO,0.0
C105282,0.93,STAY,NO,0.0
C105284,0.63,STAY,NO,0.0
C105288,0.86,STAY,NO,0.0
C105292,0.65,LEAVE,YES,119.6
C105295,0.97,LEAVE,YES,158.11
C105296,0.99,STAY,NO,0.0
C105307,0.93,STAY,NO,0.0
C105311,0.8,LEAVE,YES,44.8
C105323,1.0,STAY,NO,0.0
C105326,0.76,LEAVE,NOT,0.0
C105332,0.73,LEAVE,YES,164.98
C105337,0.98,STAY,NO,0.0
C105341,0.76,STAY,NO,0.0
C105342,0.99,STAY,NO,0.0
C105344,0.84,STAY,NO,0.0
C105345,0.9,STAY,NO,0.0
C105347,0.59,LEAVE,YES,14.16
C105351,1.0,STAY,NO,0.0
C105353,0.98,LEAVE,YES,208.74
C105356,0.98,STAY,NO,0.0
C105358,0.8,STAY,NO,0.0
C105364,0.91,STAY,NO,0.0
C105365,0.56,STAY,NO,0.0
C105366,0.89,LEAVE,YES,33.82
C105369,0.9,LEAVE,YES,205.2
C105374,0.86,STAY,NO,0.0
C105376,0.68,LEAVE,YES,50.32
C105378,0.94,STAY,NO,0.0
C105380,0.86,STAY,NO,0.0
C105388,0.99,STAY,NO,0.0
C105389,0.72,STAY,NO,0.0
C105390,0.89,STAY,NO,0.0
C105395,0.98,LEAVE,YES,177.38
C105399,0.71,LEAVE,YES,14.91
C105400,0.84,STAY,NO,0.0
C105422,0.99,STAY,NO,0.0
C105423,0.87,LEAVE,YES,128.76
C105425,0.98,STAY,NO,0.0
C105432,0.72,LEAVE,YES,39.6
C105439,0.65,STAY,NO,0.0
C105440,0.99,STAY,NO,0.0
C105442,0.88,STAY,NO,0.0
C105448,1.0,STAY,NO,0.0
C105456,0.93,STAY,NO,0.0
C105462,1.0,STAY,NO,0.0
C105466,0.99,STAY,NO,0.0
C105472,0.99,STAY,NO,0.0
C105473,0.75,LEAVE,YES,45.0
C105474,0.69,STAY,NO,0.0
C105477,0.98,LEAVE,YES,191.1
C105480,0.9,LEAVE,YES,165.6
C105484,0.98,STAY,NO,0.0
C105485,0.68,LEAVE,YES,108.12
C105486,0.8,LEAVE,YES,23.2
C105490,0.67,STAY,NO,0.0
C105495,0.97,STAY,NO,0.0
C105496,0.9,STAY,NO,0.0
C105497,0.82,STAY,NO,0.0
C105501,0.52,LEAVE,NOT,0.0
C105502,0.51,STAY,NO,0.0
C105513,0.56,LEAVE,NOT,0.0
C105517,0.63,LEAVE,YES,101.43
C105522,0.89,STAY,NO,0.0
C105523,0.96,STAY,NO,0.0
C105528,0.89,STAY,NO,0.0
C105537,0.99,STAY,NO,0.0
C105543,0.54,STAY,NO,0.0
C105544,0.96,STAY,NO,0.0
C105545,1.0,STAY,NO,0.0
C105558,0.61,STAY,NO,0.0
C105559,0.6,LEAVE,YES,133.2
C105580,0.57,LEAVE,YES,109.44
C105581,0.97,STAY,NO,0.0
C105587,0.76,STAY,NO,0.0
C105589,0.71,LEAVE,YES,147.68
C105590,0.52,STAY,NO,0.0
C105597,0.84,STAY,NO,0.0
C105599,0.71,STAY,NO,0.0
C105611,0.99,STAY,NO,0.0
C105620,0.99,LEAVE,NOT,0.0
C105626,0.56,LEAVE,NOT,0.0
C105628,0.9,LEAVE,YES,121.5
